author,link,category,publication,tokens,words,types,links,uppercase,verbs,subjuntiveimperative,nouns,adjectives,adverbs,modalverbs,personalpronouns,pluralpersonalpronouns,pronouns,pausality,characters,sentencelength,wordlength,speelingerrors,emotiveness,diversity,fake_or_true
None,https://www.diariodobrasil.org/lula-se-referindo-ao-palacio-da-alvorada-aquele-lugar-e-triste-porque-fhc-nao-toma-um-gole/,tv_celebridades,04/12/2015,113,87,69,0,2,14,0,29,4,5,1,0,0,6,2.6,376,8.7,4.32184,0.0,0.209302,0.793103,0
"Valmar Hupsel Filho, Enviado especial a Curitiba, e Luana Souza, Especial para o Estado","http://politica.estadao.com.br/noticias/geral,bolsonaro-diz-que-tiros-partiram-dos-proprios-petistas,70002246879",tv_celebridades,29 de março de 2018,450,390,226,None,2,62,1,120,8,27,9,0,0,22,2.6087,1869,16.9565,4.79231,0.0,0.192308,0.579487,1
None,https://www.diariodobrasil.org/acao-no-tse-pode-cassar-o-mandato-de-dilma-e-temer-financiamento-de-campanha-com-dinheiro-de-corrupcao/,politica,05/12/2015,262,237,136,0,6,32,0,81,6,7,4,0,0,9,1.92308,1189,18.2308,5.01688,0.0,0.115044,0.57384,0
"Por G1, Brasília",https://g1.globo.com/politica/noticia/defesas-de-dilma-e-temer-criticam-buscas-em-empresas-contratadas-na-campanha.ghtml,politica,27/12/2016 13h47,1020,903,392,0,8,130,8,274,58,29,19,1,0,37,2.85366,4789,22.0244,5.30343,0.0,0.215347,0.434109,1
None,https://www.diariodobrasil.org/o-politico-mais-honesto-do-brasil-declaracao-de-eduardo-cunha-feita-no-twitter-foi-classificada-como-sincericidio/,tv_celebridades,05/12/2015,107,80,71,0,0,14,0,23,8,8,3,0,0,3,2.7,447,8.0,5.5875,0.025,0.432432,0.8875,0
Por BBC,https://g1.globo.com/mundo/noticia/brasil-so-apoia-sancoes-contra-coreia-do-norte-se-decididas-pela-onu-diz-chanceler-brasileiro.ghtml,tv_celebridades,04/09/2017 07h31,790,668,338,None,3,101,1,198,34,35,14,1,1,38,3.21053,3406,17.5789,5.0988,0.0,0.230769,0.505988,1
None,https://www.diariodobrasil.org/a-jovem-jornalista-que-escreveu-sobre-dilma-e-cunha-e-ganhou-100-mil-likes-no-facebook/,tv_celebridades,04/12/2015,49,43,34,0,0,6,0,11,3,3,0,0,0,3,1.5,200,10.75,4.65116,0.0697674,0.352941,0.790698,0
"Por Paola Patriarca, G1 Itapetininga e Região",https://g1.globo.com/sao-paulo/itapetininga-regiao/noticia/menina-de-16-anos-que-motivou-campanha-na-web-passa-por-cirurgia-e-volta-ao-coma.ghtml,tv_celebridades,09/10/2017 17h09,1003,860,387,0,5,194,3,211,28,53,28,4,4,58,2.38333,3948,14.3333,4.5907,0.00232558,0.2,0.45,1
None,https://www.diariodobrasil.org/nem-so-de-pixulecos-vive-o-pt-dono-da-utc-presenteava-lula-com-cachaca-de-reserva-especial/,politica,05/12/2015,166,141,101,0,4,18,0,46,9,8,2,0,0,7,2.5,698,14.1,4.95035,0.0070922,0.265625,0.716312,0
"Valmar Hupsel Filho , O Estado de S. Paulo","http://politica.estadao.com.br/noticias/geral,criada-por-cunha--cpi-do-bndes-mira-em-lula,1740652",politica,09 de agosto de 2015,690,593,305,None,19,88,1,204,21,15,16,1,0,15,3.34483,3051,20.4483,5.14503,0.0,0.123288,0.514334,1
None,https://www.diariodobrasil.org/deputado-do-pt-deixa-escapar-e-confessa-armacao-vamos-salvar-cunha-para-que-dilma-nao-sofra-impeachment/,politica,01/12/2015,166,143,103,0,1,33,5,36,6,9,5,2,0,10,2.3,695,14.3,4.86014,0.0,0.217391,0.72028,0
"Daniel Carvalho e Daiene Cardoso, O Estado de S.Paulo","http://politica.estadao.com.br/noticias/geral,conselho-de-etica-adia-decisao-sobre-processo-de-cassacao-de-cunha,10000003555",politica,01 de dezembro de 2015,1185,1009,475,0,22,178,7,302,38,55,27,2,1,46,3.08772,4911,17.7018,4.8672,0.0,0.19375,0.470763,1
None,https://www.diariodobrasil.org/deputado-petista-que-participara-da-comissao-do-impeachment-e-conhecido-como-dolar-na-cueca/,politica,05/12/2015,289,250,162,0,11,31,3,83,7,9,4,0,0,8,3.0,1193,19.2308,4.772,0.0,0.140351,0.648,0
"Por Mariana Oliveira, TV Globo, Brasília",https://g1.globo.com/rio-de-janeiro/noticia/ministro-do-stj-determina-afastamento-de-seis-conselheiros-do-tce-rj-por-180-dias.ghtml,politica,07/04/2017 15h49,956,876,412,0,33,130,6,250,41,39,26,0,0,26,2.10526,4478,23.0526,5.11187,0.00114155,0.210526,0.47032,1
None,https://www.diariodobrasil.org/jornalista-confirma-em-2006-lula-se-elegeu-com-dinheiro-roubado-da-petrobras/,tv_celebridades,01/12/2015,175,156,90,1,0,23,1,49,2,5,4,0,0,6,2.11111,746,17.3333,4.78205,0.00641026,0.0972222,0.576923,0
"Por G1 PR, Curitiba",https://g1.globo.com/pr/parana/noticia/defesa-de-lula-apresenta-supostos-recibos-de-alugueis-de-imovel-investigado-na-lava-jato.ghtml,tv_celebridades,25/09/2017 18h42,587,518,255,None,2,84,2,141,23,15,16,6,0,28,2.76,2554,20.72,4.9305,0.0,0.168889,0.492278,1
None,https://www.diariodobrasil.org/ex-marido-de-dilma-a-gente-assaltava-bancos-e-roubava-quarteis-para-pegar-armas-era-muito-romantico/,tv_celebridades,01/12/2015,50,38,32,0,0,6,0,16,1,1,0,0,0,0,2.4,183,7.6,4.81579,0.0,0.0909091,0.842105,0
"Por Ederson Hising, G1 PR, Maringá",https://g1.globo.com/pr/norte-noroeste/noticia/prefeitura-de-maringa-abre-licitacao-para-compra-de-armas-de-fogo-para-a-guarda-municipal.ghtml,tv_celebridades,19/12/2017 18h39,264,238,129,0,2,24,2,73,6,4,5,0,0,1,1.73333,1042,15.8667,4.37815,0.00420168,0.103093,0.542017,1
None,https://www.diariodobrasil.org/%e2%99%aa%e2%99%ab-com-a-marvada-pinga-e-que-eu-me-atrapaio-%e2%99%aa%e2%99%ab-jornal-o-dia-mostra-bebedeira-de-leticia-sabatella/,tv_celebridades,02/12/2015,165,148,102,1,3,25,1,45,3,8,1,2,0,5,2.125,625,18.5,4.22297,0.0202703,0.157143,0.689189,0
Por G1,https://g1.globo.com/resumo-do-dia/noticia/quarta-feira-12-de-julho-de-2017.ghtml,tv_celebridades,12/07/2017 19h43,785,691,377,None,10,90,8,221,26,23,16,0,0,21,2.47368,3295,18.1842,4.76845,0.00578871,0.157556,0.545586,1
None,https://www.diariodobrasil.org/procurador-da-fazenda-cargo-da-presidencia-esta-vago-dilma-ja-pode-ser-tratada-como-ex-presidente/,tv_celebridades,02/12/2015,123,109,68,1,0,18,2,29,4,7,5,0,0,8,1.75,501,13.625,4.59633,0.0,0.234043,0.623853,0
"Por G1, Brasília",https://g1.globo.com/politica/noticia/saiba-como-os-politicos-reagiram-a-denuncia-contra-temer-pela-pgr.ghtml,tv_celebridades,26/06/2017 20h32,1122,963,452,0,21,181,15,255,45,60,27,12,1,81,2.69492,4642,16.322,4.82035,0.00311526,0.240826,0.469367,1
None,https://www.diariodobrasil.org/quebra-cabeca-da-lava-jato-se-completa-e-lula-o-chefao-podera-ver-o-sol-nascer-quadrado/,politica,02/12/2015,66,60,49,1,1,8,0,14,7,2,1,0,0,4,1.5,273,15.0,4.55,0.0166667,0.409091,0.816667,0
Por G1,https://g1.globo.com/agenda-do-dia/noticia/quarta-feira-29-de-novembro.ghtml,politica,29/11/2017 01h57,619,550,324,None,13,83,3,181,27,17,14,0,0,17,1.68293,2718,13.4146,4.94182,0.00545455,0.166667,0.589091,1
None,https://www.diariodobrasil.org/mainardi-avisou-lula-ja-esta-com-um-pe-na-cadeia-e-dilma-vai-cair/,tv_celebridades,02/12/2015,131,108,82,0,0,23,1,32,0,9,4,1,0,10,2.55556,499,12.0,4.62037,0.0,0.163636,0.759259,0
"Por G1 e TV Globo, Brasília",https://g1.globo.com/politica/operacao-lava-jato/noticia/monica-moura-descoberta-de-conta-de-marqueteiros-na-suica-preocupava-dilma.ghtml,tv_celebridades,12/05/2017 14h20,1190,1018,423,0,4,168,7,269,39,45,23,11,1,73,3.07143,4946,18.1786,4.85855,0.000982318,0.19222,0.415521,1
None,https://www.diariodobrasil.org/dono-do-facebook-vai-doar-us-45-bilhoes-para-projetos-sociais-e-de-caridade/,ciencia_tecnologia,02/12/2015,310,271,175,1,3,40,3,81,17,11,9,0,0,14,2.4375,1320,16.9375,4.87085,0.00369004,0.231405,0.645756,0
O Estado de S. Paulo,"http://brasil.estadao.com.br/noticias/geral,oito-estados-tem-suicidios-e-mutilacoes-sob-suspeita-de-ligacao-com-baleia-azul,70001745155",ciencia_tecnologia,20 de abril de 2017,983,831,464,0,31,114,1,254,38,27,8,0,1,33,3.70732,3940,20.2683,4.74128,0.00120337,0.17663,0.558363,1
None,https://www.diariodobrasil.org/ministro-da-fazenda-o-pt-so-se-mobiliza-pelo-poder-pais-pode-afundar-em-2016/,politica,30/11/2015,146,119,79,1,3,23,1,34,9,5,5,0,0,6,2.7,556,11.9,4.67227,0.00840336,0.245614,0.663866,0
"Por Alexandro Martello, G1, Brasília",https://g1.globo.com/economia/noticia/governo-conta-com-alta-da-arrecadacao-para-reduzir-restricoes-orcamentarias-em-2018.ghtml,politica,17/12/2017 09h39,1072,921,430,None,5,140,5,247,58,54,26,0,0,47,4.08108,4568,24.8919,4.95983,0.0,0.289406,0.466884,1
None,https://www.diariodobrasil.org/patrimonio-do-filho-de-bumlai-o-melhor-amigo-de-lula-saltou-de-r-38-mi-para-r-273-mi-em-8-anos/,politica,01/12/2015,432,377,210,0,12,43,0,109,14,9,4,0,0,13,3.66667,1799,25.1333,4.77188,0.0,0.151316,0.557029,0
"RICARDO BRANDT, ENVIADO ESPECIAL A CURITIBA, BEATRIZ BULLA, de brasília, e julia affonso",http://politica.estadao.com.br/blogs/fausto-macedo/patrimonio-de-filho-de-amigo-de-lula-saltou-de-r-38-mi-para-r-273-mi-em-8-anos/,politica,30 de novembro de 2015,563,499,259,0,9,48,2,144,30,9,3,0,0,23,4.0,2458,31.1875,4.92585,0.00200401,0.203125,0.519038,1
None,https://www.diariodobrasil.org/dolar-a-r-500-revista-forbes-diz-que-brasil-esta-refem-de-juros-americanos-e-dolar-pode-explodir/,economia,01/12/2015,254,222,140,0,4,37,4,65,13,11,10,1,0,8,3.55556,1026,24.6667,4.62162,0.0045045,0.235294,0.630631,0
Roberto Simon - O Estado de S. Paulo,"http://internacional.estadao.com.br/noticias/geral,credibilidade-do-brasil-ajudara-dialogo-com-ira-diz-analista,837317",economia,18 de fevereiro de 2012,1833,1629,664,0,42,275,22,434,112,83,27,1,2,125,2.34483,7592,18.7241,4.66053,0.0092081,0.275035,0.407612,1
None,https://www.diariodobrasil.org/pesquisadores-da-suecia-descobrem-metodo-para-identificar-cancer-com-uma-unica-gota-de-sangue/,sociedade_cotidiano,30/11/2015,392,340,186,1,3,53,2,114,23,10,9,0,0,10,3.05882,1759,20.0,5.17353,0.0,0.197605,0.547059,0
Por Deutsche Welle,https://g1.globo.com/mundo/noticia/servico-de-inteligencia-da-alemanha-recruta-hackers.ghtml,sociedade_cotidiano,24/03/2017 11h58,884,785,456,0,13,99,3,249,72,36,9,0,0,46,3.09375,4379,24.5312,5.57834,0.00254777,0.310345,0.580892,1
None,https://www.diariodobrasil.org/dilma-vai-continuar-sufocando-o-brasileiro-vem-ai-um-novo-aumento-no-preco-dos-combustiveis/,politica,01/12/2015,211,184,119,0,4,28,2,58,12,5,4,0,0,8,2.7,895,18.4,4.86413,0.0,0.197674,0.646739,0
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/desastrado-geral/,politica,13 de fevereiro de 2018,2241,2015,912,0,25,297,9,589,93,88,34,0,1,118,2.7561,9876,24.5732,4.90124,0.00397022,0.204289,0.452605,1
None,https://www.diariodobrasil.org/de-acordo-com-a-pf-ele-faturou-r-25-milhoes-fazendo-crtlc-e-crtlv-do-site-wikipedia/,politica,29/11/2015,378,315,183,0,12,34,1,92,17,14,5,0,0,15,5.25,1507,26.25,4.78413,0.00634921,0.246032,0.580952,0
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/verdadeiro-canalha/,politica,19 de julho de 2017,1984,1784,777,0,16,258,10,526,84,87,40,2,1,95,2.5641,8577,22.8718,4.80774,0.00112108,0.218112,0.435538,1
None,https://www.diariodobrasil.org/haja-cela-na-papuda-sergio-moro-pede-quebra-de-sigilo-telefonico-e-petralhada-entra-em-panico/,politica,27/11/2015,281,251,135,0,5,38,1,82,10,7,9,0,0,12,2.72727,1246,22.8182,4.96414,0.00398406,0.141667,0.537849,0
Por G1,https://g1.globo.com/resumo-do-dia/noticia/quarta-feira-27-de-setembro-de-2017.ghtml,politica,27/09/2017 19h49,732,631,386,0,9,90,4,201,29,16,7,0,0,25,2.88571,3023,18.0286,4.79081,0.00158479,0.154639,0.611727,1
None,https://www.diariodobrasil.org/deputado-araujo-agora-e-oficial-dilma-decretou-falencia-do-pais-ao-anunciar-a-paralisacao-de-servicos-basicos/,politica,28/11/2015,117,96,75,0,2,10,1,40,6,6,0,0,0,3,3.0,529,13.7143,5.51042,0.03125,0.24,0.78125,0
O Estado de S.Paulo,"http://internacional.estadao.com.br/noticias/geral,europa-envia-ajuda-a-ilhas-afetadas-pelo-irma,70001975948",politica,07 de setembro de 2017,540,464,276,None,7,54,1,157,30,20,7,0,0,10,2.62069,2258,16.0,4.86638,0.0,0.236967,0.594828,1
None,https://www.diariodobrasil.org/em-um-intervalo-de-60-dias-a-mesma-loterica-em-brasilia-pagou-2-premios-milionarios-da-mega-sena/,politica,29/11/2015,375,318,186,0,13,37,1,82,20,8,6,1,0,15,2.03571,1338,11.3571,4.20755,0.00943396,0.235294,0.584906,0
Por G1 SP,https://g1.globo.com/sp/sao-paulo/noticia/tres-apostas-vencedoras-de-loterica-de-parelheiros-foram-feitas-por-uma-unica-pessoa.ghtml,politica,04/01/2018 10h07,386,336,197,0,1,53,0,90,19,12,9,0,0,13,1.92308,1488,12.9231,4.42857,0.0,0.216783,0.58631,1
None,https://www.diariodobrasil.org/dilma-da-sua-contribuicao-para-superar-a-crise-a-vai-se-hospedar-em-hotel-de-apenas-r-70-mil-a-diaria/,politica,29/11/2015,150,131,94,1,2,14,0,40,9,4,2,0,0,6,2.375,621,16.375,4.74046,0.0,0.240741,0.717557,0
"Por Cauê Fabiano, G1",https://g1.globo.com/ciencia-e-saude/noticia/conheca-10-brasileiras-pioneiras-na-ciencia.ghtml,politica,08/03/2018 06h00,1206,1032,496,None,20,122,1,309,48,40,12,0,0,41,3.625,5275,21.5,5.11143,0.00193798,0.204176,0.48062,1
None,https://www.diariodobrasil.org/senador-do-pmdb-diz-que-juiz-sergio-moro-caiu-nos-bracos-de-satanas-e-deve-se-afastar/,politica,29/11/2015,352,298,173,0,2,44,1,100,21,7,7,0,0,15,3.6,1449,19.8667,4.86242,0.0,0.194444,0.580537,0
"Por Luciana Amaral, G1, Brasília",https://g1.globo.com/politica/noticia/aloysio-nunes-e-osmar-serraglio-tomam-posse-no-planalto-como-ministros-de-temer.ghtml,politica,07/03/2017 16h03,1089,931,413,None,11,103,4,277,46,28,12,0,0,26,4.15789,4681,24.5,5.02793,0.00214823,0.194737,0.443609,1
None,https://www.diariodobrasil.org/apresentadora-do-sbt-diz-que-nao-aguenta-mais-estou-com-nojo-quando-e-que-vai-chegar-no-lula/,tv_celebridades,30/11/2015,70,56,40,0,2,16,0,15,1,3,3,0,0,3,2.33333,241,9.33333,4.30357,0.0,0.129032,0.714286,0
Por G1 PR,https://g1.globo.com/pr/oeste-sudoeste/noticia/onibus-da-caravana-de-lula-sao-atingidos-por-tiros-no-oeste-do-parana-diz-assessoria.ghtml,tv_celebridades,27/03/2018 20h12,666,563,300,None,4,109,3,157,19,32,28,6,3,35,2.64103,2722,14.4359,4.83481,0.0,0.191729,0.53286,1
None,https://www.diariodobrasil.org/em-parisdilma-se-contradiz-sobre-tragedia-em-mariana-foi-ou-nao-foi-um-desastre-natural-presidenta/,politica,30/11/2015,178,148,98,1,1,27,2,43,10,5,5,0,0,5,3.75,719,18.5,4.85811,0.0,0.214286,0.662162,0
"Por Amanda Polato, G1, São Paulo",https://g1.globo.com/politica/operacao-lava-jato/noticia/da-negacao-aos-detalhes-da-corrupcao-o-que-marcelo-odebrecht-disse-antes-e-depois-de-virar-delator.ghtml,politica,14/04/2017 12h13,1454,1248,567,0,7,206,12,336,54,62,18,21,0,105,2.98551,6202,18.087,4.96955,0.0,0.214022,0.454327,1
None,https://www.diariodobrasil.org/junto-e-misturado-banqueiro-preso-pela-pf-agraciou-lula-e-aecio-com-viagens-e-diarias-em-hoteis-de-luxo/,politica,27/11/2015,291,250,168,0,11,36,1,85,7,8,3,0,0,11,2.5625,1211,15.625,4.844,0.0,0.123967,0.672,0
"Por Murillo Velasco e Silvio Túlio, G1 GO",https://g1.globo.com/goias/noticia/odebrecht-doou-r-15-milhao-para-maguito-e-daniel-vilela-por-interesse-em-obras-de-saneamento-diz-delator-em-video.ghtml,politica,15/04/2017 15h45,1766,1505,623,0,6,235,13,408,52,78,28,8,0,84,3.57534,7351,20.6164,4.88439,0.0,0.202177,0.413953,1
None,https://www.diariodobrasil.org/australianos-sao-presos-por-posse-de-explosivos-em-aviao-da-gol-destino-seria-sao-paulo/,sociedade_cotidiano,27/11/2015,420,370,226,1,0,51,4,117,17,9,8,0,0,10,2.63158,1775,19.4737,4.7973,0.0243243,0.154762,0.610811,0
"Por Cíntia Acayaba, G1 SP, São Paulo",https://g1.globo.com/sao-paulo/noticia/brasil-registra-8-desaparecimentos-por-hora-nos-ultimos-10-anos-diz-estudo-inedito.ghtml,sociedade_cotidiano,30/10/2017 05h00,2077,1794,756,0,20,267,11,505,66,77,38,9,3,91,2.72115,8786,17.25,4.89744,0.000557414,0.185233,0.421405,1
None,https://www.diariodobrasil.org/advogada-americana-se-diz-embaixadora-de-jesus-e-quer-processar-todos-os-gays-do-mundo/,sociedade_cotidiano,27/11/2015,88,74,57,1,2,8,0,25,2,1,0,0,0,3,2.33333,323,12.3333,4.36486,0.0,0.0909091,0.77027,0
Por G1 PR,https://g1.globo.com/pr/parana/noticia/parana-quinta-feira-15-de-marco-de-2018.ghtml,sociedade_cotidiano,15/03/2018 22h40,431,379,246,None,9,39,1,120,18,8,5,0,0,8,2.73684,2015,19.9474,5.31662,0.00527705,0.163522,0.649077,1
None,https://www.diariodobrasil.org/ameaca-de-guerra-governo-de-putin-pede-a-cidadaos-russos-que-abandonem-a-turquia/,sociedade_cotidiano,27/11/2015,146,128,89,0,0,20,3,38,11,3,1,0,0,9,3.0,687,21.3333,5.36719,0.0,0.241379,0.695312,0
O Estado de S. Paulo,"http://internacional.estadao.com.br/noticias/geral,presidente-da-turquia-lamenta-derrubada-de-aviao-russo-e-quer-reuniao-com-putin,1803593",sociedade_cotidiano,28 de novembro de 2015,659,585,303,0,3,95,10,165,46,24,13,0,0,34,2.74074,2937,21.6667,5.02051,0.0,0.269231,0.517949,1
None,https://www.diariodobrasil.org/ano-de-1995-a-historia-da-microempresaria-que-abriu-uma-cadeia-de-lojas-chamada-pao-circo/,politica,27/11/2015,666,562,327,0,3,82,1,161,33,29,5,0,0,36,2.47619,2662,13.381,4.73665,0.00177936,0.255144,0.581851,0
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/policia-com-fome/,politica,04 de janeiro de 2018,2255,2004,850,0,21,287,7,550,110,75,45,0,3,106,2.64211,9758,21.0947,4.86926,0.00249501,0.221027,0.424152,1
None,https://www.diariodobrasil.org/planalto-teme-que-senador-preso-decida-fazer-delacao-premiada/,politica,26/11/2015,274,253,145,2,5,42,5,76,11,7,7,0,0,6,1.90909,1226,23.0,4.84585,0.00790514,0.152542,0.573123,0
"Por Fernanda Calgaro e Gustavo Garcia, G1, Brasília",https://g1.globo.com/politica/noticia/maia-encerra-sessao-da-camara-minutos-apos-noticia-sobre-audio-de-temer.ghtml,politica,17/05/2017 20h00,1519,1290,540,0,23,213,6,408,30,47,32,1,0,63,3.81667,6153,21.5,4.76977,0.00155039,0.123994,0.418605,1
None,https://www.diariodobrasil.org/apos-delatar-senador-do-pt-cervero-e-transferido-para-carceragem-da-pf-por-questoes-de-seguranca/,politica,26/11/2015,138,127,81,2,4,16,0,40,3,4,4,0,0,1,1.57143,623,18.1429,4.90551,0.00787402,0.125,0.637795,0
Carla Araújo e Tânia MonteiroBRASÍLIA,http://politica.estadao.com.br/blogs/fausto-macedo/jungmann-confirma-galloro-chefe-da-pf/,politica,27 de fevereiro de 2018,582,526,260,0,15,69,0,158,14,21,13,0,0,11,2.94737,2626,27.6842,4.9924,0.0,0.154185,0.494297,1
None,https://www.diariodobrasil.org/maior-exercito-do-planeta-podera-reforcar-guerra-contra-o-estado-islamico-xi-jinping-prometeu-arrasar-com-terroristas/,sociedade_cotidiano,25/11/2015,266,240,151,1,0,33,0,72,15,10,5,0,0,4,1.85714,1157,17.1429,4.82083,0.0,0.238095,0.629167,0
Por BBC,https://g1.globo.com/mundo/noticia/10-perguntas-para-entender-o-ataque-quimico-e-a-origem-da-guerra-na-siria.ghtml,sociedade_cotidiano,06/04/2017 18h49,2286,2014,854,0,11,281,8,586,141,83,34,1,1,114,2.98901,9923,22.1319,4.92701,0.00546177,0.258362,0.424032,1
None,https://www.diariodobrasil.org/senador-ofereceu-r-4-milhoes-para-nao-ser-citado-na-lava-jato-fuga-de-cervero-seria-uma-rota-pelo-paraguai/,politica,25/11/2015,370,335,190,0,12,41,2,103,13,14,7,0,0,14,2.05882,1606,19.7059,4.79403,0.00597015,0.1875,0.567164,0
José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/o-povo-que-se-dane-3/,politica,09 de fevereiro de 2018,2226,1980,871,0,35,297,9,572,99,91,41,1,0,112,3.32432,9311,26.7568,4.70253,0.00252525,0.218642,0.439899,1
None,https://www.diariodobrasil.org/lula-diz-que-senador-petista-agiu-como-um-imbecil-e-idiota/,politica,26/11/2015,173,143,94,1,5,25,0,47,5,7,0,0,0,6,3.33333,678,15.8889,4.74126,0.0,0.166667,0.657343,0
"Por G1, Brasília",https://g1.globo.com/politica/operacao-lava-jato/noticia/apos-criticas-de-lula-associacao-diz-que-investigacoes-da-lava-jato-sao-serias-tecnicas-e-impessoais.ghtml,politica,06/05/2017 21h21,712,636,230,0,5,97,9,163,37,31,4,0,0,47,2.375,2997,19.875,4.71226,0.0,0.261538,0.361635,1
None,https://www.diariodobrasil.org/boechat-coloca-aecio-em-situacao-complicada-cuidado-que-o-caldo-pode-entornar-para-o-teu-lado/,politica,26/11/2015,130,114,85,0,1,14,0,35,3,5,2,1,0,6,3.2,564,22.8,4.94737,0.0,0.163265,0.745614,0
"Por Renan Ramalho, G1, Brasília",https://g1.globo.com/politica/noticia/gilmar-mendes-suspende-depoimento-de-aecio-a-policia-federal.ghtml,politica,26/04/2017 11h12,774,677,294,0,8,93,6,215,26,29,12,0,0,30,3.59259,3382,25.0741,4.99557,0.0,0.178571,0.434269,1
None,https://www.diariodobrasil.org/senador-petista-preso-pela-pf-arquitetava-plano-de-fuga-para-que-cervero-deixasse-o-pais/,politica,25/11/2015,173,159,99,0,2,27,4,47,4,3,7,0,0,6,2.0,780,22.7143,4.90566,0.0,0.0945946,0.622642,0
"Por Fabiano Costa, G1, Brasília",https://g1.globo.com/politica/noticia/lula-depoe-nesta-terca-a-juiz-do-df-para-explicar-suspeita-de-obstrucao-da-lava-jato.ghtml,politica,14/03/2017 05h00,807,727,330,0,8,91,2,231,25,22,13,0,0,24,3.07692,3511,27.9615,4.82944,0.0,0.145963,0.45392,1
None,https://www.diariodobrasil.org/tempestade-no-senado-senadores-se-revoltam-com-o-pt-rui-falcao-e-um-covarde-e-covardes-a-historia-nao-registra/,politica,25/11/2015,340,299,173,0,10,47,4,86,14,12,3,0,0,23,2.92857,1466,21.3571,4.90301,0.00334448,0.195489,0.578595,0
"Luiz Vassallo, Julia Affonso e Fausto Macedo",http://politica.estadao.com.br/blogs/fausto-macedo/os-inimigos-da-lava-jato-sao-os-corruptos-nossos-de-cada-dia/,politica,26 de junho de 2017,1729,1543,663,0,42,243,10,441,104,73,41,0,0,90,2.69565,7770,22.3623,5.03565,0.00259235,0.258772,0.429682,1
None,https://www.diariodobrasil.org/trechos-da-conversa-do-senador-petista-que-iria-facilitar-a-fuga-para-um-bandido-condenado/,tv_celebridades,25/11/2015,87,81,63,0,1,7,1,23,6,2,2,0,0,1,1.2,375,16.2,4.62963,0.0,0.266667,0.777778,0
"Por Jamile Santana, G1 Mogi das Cruzes e Suzano",https://g1.globo.com/sp/mogi-das-cruzes-suzano/noticia/justica-de-mogi-bloqueia-bens-de-vereador-e-empresarios-em-acao-que-apura-superfaturamento-na-compra-de-cafe.ghtml,tv_celebridades,13/03/2018 17h55,2668,2337,761,None,20,279,5,691,108,112,31,1,0,98,3.55914,11036,25.129,4.72229,0.00385109,0.226804,0.325631,1
